gene,BM_1,BM_2,BM_3,Blood_1,Blood_2,Blood_3,Blood_4,SP_1,SP_2,SP_3,SP_4,Lung_1,Lung_2,Lung_3,Skin_1,Skin_2,Skin_4,Colon_1,Colon_2,Colon_4,SI_1,SI_2,SI_3,SI_4
Atraid,26.6,44.23,34.54,22.42,38.06,33.28,41.13,26.75,59.93,42.19,27.54,8.65,14.44,9.78,17.06,17.01,42.2,35.62,26.5,16.59,25.47,21.46,37.66,17.68
Atrip,4.08,4.24,3.18,1.41,1.72,3.46,10.45,0.93,2.64,2.49,1.07,5.9,5.15,4.56,2,5.13,5.16,9.75,3.41,8.52,1.84,9.87,3.78,4.55
Atrn,24.52,24.97,22.17,20.13,7.63,22.88,12.89,34.33,31.76,14.47,8.37,7.46,18.39,3.8,20.25,19.31,11.99,3.43,14.5,6.21,6.72,3.65,3.93,1.51
Atrx,34.71,49.09,35.18,40.81,30.38,45.03,44.74,45.02,68.37,63.8,59.91,31.34,31.49,23.52,34.1,35.19,30.32,31.52,44.1,56.21,54.3,34.7,54.1,49.82
Atxn1,2.94,3.33,5.7,12.13,11.77,11.17,13.86,11.58,12.32,11.92,10.99,8.17,15.41,15.49,5.43,7.47,12.52,8.81,7.29,12.42,3.48,8.14,4.19,3.73
Atxn10,62.08,95.64,83.31,69.51,53.91,40.63,71.38,42.17,83.25,71.91,69.04,53.21,55,44.49,55.32,35.79,37.77,65.53,103.67,72.59,65.55,53.18,73.42,77.35
Atxn1l,4.44,4.13,10.85,4.58,1.39,10.45,4,2.46,3.9,5.4,4.17,13.17,14.77,13.97,8.35,8.14,12.23,6.97,3.43,8.87,5.47,6.97,4.99,7.49
Atxn2,10.2,8.03,15.38,12.41,19.4,16.41,16.13,15.34,12.35,21.6,11.3,14.77,12,8.38,23.18,12.24,23.3,15.73,12.26,12.12,21.16,4.21,6.85,6.55
Atxn2l,25.39,24.15,22.18,26.6,26.88,22.63,24.75,13.83,32.58,36.44,34.24,19.01,7.12,10.12,25.09,21.88,28.92,20.24,18.62,24.13,19.97,26.64,24.47,21.03
Atxn3,8.86,6.45,9.6,18.95,8.31,23.69,8.15,10.46,10.9,16.34,8.69,7.81,3.66,0.7,6.39,8.5,9.53,7.11,8.56,21.23,11.37,2.15,7.12,8.26
Atxn7,5.63,8.03,7.77,13.49,16.04,14.42,20.96,15.67,16.17,29.85,23.89,16.09,20.26,29.27,14.09,16,13.78,21.47,17.86,12.41,10.66,10.23,11.45,10.57
Atxn7l1,52.86,41.84,33.87,75.56,84.02,60.2,82.9,48.63,85.67,82.29,79.46,23.11,26.42,19.56,51.92,30.98,69.85,40.82,37.31,52.52,32.62,30.52,35.41,26.45
Atxn7l2,1.05,1.86,1.85,3.87,4.3,7.81,3.77,1.51,0.43,3.77,4.3,1.72,0.58,2.04,2.19,1.8,1.94,0.26,3.18,2.22,4.49,4.68,5.59,1.15
Atxn7l3,11.45,11.54,9.48,11.52,17.27,8.48,17.96,7.12,10.66,13.67,13.95,17.36,11.1,12.06,12.18,8.97,22.59,10.62,12.19,12.79,9.12,10.61,12.73,10.86
Atxn7l3b,33.43,27.56,38.33,31.63,34.79,36.62,41.94,43.38,42.15,50.71,41.49,17.17,19.83,19.4,50.71,48.28,40.99,25.71,22.31,25.91,51.36,33.17,30.04,36.47
AU022252,3.79,6.71,2.52,8.03,0.47,1.94,1.09,1.81,4.3,0.9,1.76,0,0.08,0.09,2.5,3.1,1.59,8.27,0.41,1.89,0.72,0.2,1.75,1.13
AU040320,9.28,10.98,8.4,7.93,8.49,28.06,6.97,8.23,17.32,8.06,8.78,4.01,6.51,7.5,7.38,18.2,7.58,5.3,3.29,9.89,11.09,6.05,7.8,8.54
Auh,23.01,23.37,26.54,34.46,50.76,39.72,52.31,37.22,50.44,53.17,32.41,25.98,13.87,33.46,12.31,9.24,21.1,33.84,28.5,20.99,42.57,23.85,40.81,38.69
Aunip,10.27,7.35,3.64,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,1.7,0,0,0
Aup1,100.27,126.76,129.85,137.83,140.01,157.29,160.38,124.44,236.26,171.29,148.97,102.4,106.85,87.26,225.8,197.6,152.18,267.09,202.33,153.21,281.53,260.69,340.96,311.52
Aurka,12.11,18.14,16.91,0.64,1.24,1.17,2.12,1.11,1.88,7.34,3.47,1.25,0,2.43,2.44,1.29,3.9,3.56,3,3.01,11.69,5.78,3.17,8.75
Aurkaip1,161.84,118.86,140.23,116.68,97.25,121.65,100.68,137.25,153.25,97.56,111.93,82.34,76.91,113.07,121.03,106.93,117.37,147.48,112.29,108.15,102.08,142.98,83.19,116.36
Aurkb,23.63,29.59,34.17,0,0,0,0,2.58,0,3.66,0,0,0,0,0,0,0,1.72,0,0,0,0,3.46,0
Avl9,4.09,5.61,4.87,14.53,8.35,24.57,13.81,14.2,8.03,18.83,14.86,19.74,4.36,19.03,9.42,14.28,12.09,7.17,8.06,9.2,21.85,8.03,14.71,11.83
Avpr2,6.26,5.29,5.03,4.88,4.47,6.35,5.64,5.6,3.21,4.91,7.11,1.79,5.25,1.05,1.95,4.92,6.51,1.53,2,2.07,0,0.43,0,1.2
AW146154,6.07,7.81,5.2,3.17,2.1,9.62,2.4,1.36,7.78,7.16,12.01,1.99,2.04,0,0.87,1.41,5.9,0.35,2.82,4.02,1.48,13.42,0.68,5.33
AW209491,5.02,9.05,9.2,4.65,4.02,5.95,3.03,2.72,7.01,3.13,17.08,0,0.99,0,6.74,8.3,5.73,3.21,0.53,0,3.33,7.67,2.85,1.62
AW549877,7.57,5.4,8.35,9.45,15.94,8.87,13.49,7.7,10.5,11.89,14.32,10.48,16.31,8.04,9.59,12.5,13.02,11.7,8.61,10.59,9.48,13.49,14.15,8.2
AW554918,2.14,4.21,4.6,3.85,5.18,10.54,1.24,4.12,2.24,9.75,4.17,0.89,0.06,1.14,5.3,6.06,12.41,11.29,3.66,15.97,10.21,12.48,6.9,3.87
Axin1,7.04,10.77,6.53,8.66,10.21,11.74,9.34,9.79,6.02,22.7,10.17,2.54,4.13,0.55,9.99,12.33,23.66,17.27,21.22,14.97,8.58,12.3,10.16,9.37
Axin2,9.21,8.04,11.68,27.72,47.08,47.9,34.08,46.38,35.02,19.05,35.79,5.96,10.62,8.6,10.45,6.92,18.4,3.48,7.66,5.02,1.04,1.84,0.61,2.08
Axl,4.21,6.41,2.94,0,0,0,0,3.85,13.1,4.61,2.18,0,0,0,0.17,2.37,0,0,0,0.86,1.25,0.92,2.11,0.91
Azi2,54.74,60.57,55.2,56,86.05,101.95,67.98,62.14,119.62,113.34,85.77,54.62,60,46.11,162.34,182.18,109.13,81.54,74.93,80.63,137.31,85.68,85.38,71.53
Azin1,34.36,28.53,21.36,11.21,12.04,13,8.93,10.35,13.47,26,6.4,32.13,35.75,35.72,86.73,107.64,67.18,103.74,91.2,98.75,75.17,117.85,81.69,60.07
B230118H07Rik,31.11,31.02,40.28,4.83,5.78,0,4.39,1.5,0,0,0,0,0.44,4.27,1.07,2.53,3.12,2.63,8.23,0,5.28,0.4,7.06,12.96
B230219D22Rik,11.89,12.92,13.86,16.24,17.84,13.18,13.16,8.28,16.56,17.94,11.72,11.73,16.7,19.11,10.52,17.35,21.76,13.65,15.07,14.27,11.35,7.03,10.95,15.43
B230307C23Rik,56.88,22.33,48.48,6.63,15.84,28.49,36.02,39.11,31.56,19.25,115.53,20.6,44.37,32.61,56.95,76.44,30.05,25.9,51,26.34,36.78,13.89,37.7,36.71
B2m,2747.92,3156.94,2907.79,5335.8,5802.62,5064.8,5236.96,6785.07,6013.04,5051.21,5433.52,7454.95,7323.04,9863.38,7533.29,7137.79,5509.21,6081.84,6618.69,5276.33,4219.7,5337.68,5076.58,5163.22
B3galnt1,11.45,9.21,5.5,7.4,9.2,11.3,14.88,5.3,9.23,1.4,1.28,0.19,0.66,0.18,0,7.48,10.18,10.83,3.2,7,3.34,0,2.86,5.81
B3galnt2,9.65,17.77,10.58,10.39,13.12,7.16,8.68,6.48,29.48,19.27,11.03,5.91,3.13,7.26,20.89,9.67,3.71,5.52,7.31,12.19,9.18,15.78,9.29,14.69
B3galt2,0.85,0.27,0.45,1.62,1.2,3.05,1.15,0,1.31,2.01,1.63,0.95,1.26,1.14,0.21,1.27,2.17,0.56,0.46,1.29,0.14,0.2,1.18,0.75
B3galt4,7.53,11.74,5.61,5.99,5.39,14.47,13.41,1.54,7.19,8.92,11.2,3.8,0,0.49,12.17,13.54,10.66,6.74,2.16,4.18,7.75,1.79,3.59,2.52
B3galt6,2.04,3.17,3.82,0.88,2.18,0,1.72,1.9,1.9,1.9,0.77,0.91,0,0.11,2.38,3.23,0.27,3.32,1.92,0.94,1.29,3.33,0.98,1.11
B3gat2,0.21,0.56,0,0.39,0,0.6,0.09,1.78,1.62,0,0,2.39,1.85,3.17,0.45,0,0.41,0,0,0,0.6,0.53,0.46,0
B3gat3,19.85,20.46,19.5,15.05,14.13,22.88,14.81,27.3,27.86,16.73,25.6,11.94,17.34,10.65,14.68,6.81,18.04,11.38,10.32,17.25,10.46,10.91,15.47,12.99
B3glct,0.88,0.83,0.8,0.96,3.46,0.27,1.17,1,0.49,1.56,0.96,0.61,2.52,0.27,0,0,0.55,0,0.41,0.29,0,0,0.28,0.37
B3gnt2,19.17,15.36,16.45,2.56,2.45,2.93,0,1.19,3.36,8.4,2.48,1.56,5.55,0,44.01,88.92,15.31,8.04,2.94,7.26,5.94,1.34,9.29,11.31
B3gnt5,1.22,2.28,1.48,1.8,7.26,0.49,0,1.34,0.21,0.16,0,17.14,10.88,13.41,5.13,11.34,14.93,8.32,12.26,7.42,7.38,1.15,4.66,9.47
B3gnt7,1.41,3.84,2.54,0.17,1.37,0,2.5,2.62,0,0.65,0,0.53,0,0,0,0,0,1.55,3.44,6.95,6.32,1.69,8.82,4.71
B3gnt8,8.27,12.72,13.01,2.51,3.97,1.52,4.51,2.1,5.75,3.12,7.94,0,0.98,0.19,4.89,4.85,6.5,3,1.45,3.69,1.07,0.39,1.52,1.41
B3gntl1,4.26,3.44,4.79,1.94,9.51,3.61,4.67,2.02,5.47,4.04,5.59,0.78,1.03,0.53,0,0.33,2.07,4.24,3.3,5.11,4.82,3.57,3.48,5.38
B430306N03Rik,39.81,49.58,57.94,44.71,63.51,62.21,47.97,43.74,67.33,60.32,37.7,25.74,38.14,30.21,72.36,68.12,91.88,67.37,57.61,47.57,42.84,56.16,62.44,57.8
B4galnt1,99.34,125.42,113.55,186.22,199.6,163.3,193.1,153.68,215.88,215.96,161.38,89.57,88.04,66.03,62.78,52.57,86.81,126.61,117.64,161.38,143.62,173.93,171.11,172.72
B4galt1,59.06,60.13,56.83,43.08,46.01,42.1,48.05,56.71,49.75,53.61,53.34,36.66,41.25,38.09,57.71,78.76,69.43,45.82,48.02,49.24,60.03,58.82,56.95,48.98
B4galt3,85.45,68.83,82.02,74.12,88.2,87.68,92.58,65.92,107.87,94.72,79.6,34.45,27.6,61.18,62.12,53.46,70.16,65.33,75.68,63.6,51.32,29.84,51.87,64.66
B4galt4,5.95,9.95,11.96,0,0,0.31,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0.7,0,1.61,0
B4galt5,4.18,8.84,3.85,2.55,9.71,9.41,9.79,2.94,9.04,2.65,3.99,61.03,60.17,49.83,76.78,62.71,108.48,50.56,22.77,33.88,15.37,27.51,19.53,23.63
B4galt6,12.81,13.17,17.61,9.8,13.92,5.43,10.41,6.91,6.81,7.76,8.36,10.16,12.95,12.39,26.34,23.3,37.85,11.69,11.4,7.03,22.26,16.25,19.61,17.84
B4galt7,9.12,7.08,4.56,2.88,1.35,4.03,1.93,4.47,9.52,0,0.3,1.96,0.16,0.35,4.3,4.47,3.35,8.47,0.25,0.92,4.73,1.25,0.77,2.63
B4gat1,3.81,2.26,2.77,0.58,0,1.7,1.83,0,0,0,0.32,0.75,0,0,0,0.23,1.32,0,0.86,0.19,2.38,0,1.63,0
B9d2,76.31,68.9,76.56,160.89,163.4,203.88,148.8,123.39,179.23,143.7,124.21,97.3,76.99,64.19,119.07,123.46,168.19,194.19,164.87,156.77,178.06,164.51,206.6,210.54
Babam1,41.82,39.77,39.15,17.92,24.09,19.89,18.5,29.77,19.27,83.22,30.63,6.57,20.63,21.93,28.05,41.29,52.41,20.62,24.4,18.81,15.56,32.87,33.27,44.25
Babam2,32.44,36.9,33.88,36.66,51.35,34.53,33.74,23.96,43.6,53.31,43.77,33.63,49.36,45.72,38.87,47.43,27.99,59.28,85.7,52.5,96.73,74.42,106.27,55.86
Bace1,14.34,15.47,13.6,3.83,4.64,4.76,3.53,3.6,5.66,5.86,6.6,0.8,1.54,3.77,2.63,3.35,0.27,3.96,10.88,6.08,5.68,6.71,9.87,2.55
Bach1,11.28,9.39,9.94,9.69,13.91,10.29,17.54,9.4,15.86,23.74,17.19,13.57,14.99,12.66,24.64,26.36,40.15,6.4,9.08,4.95,4.75,5.06,2.6,2.33
Bad,34.26,47.81,32.71,47.24,56.49,50.34,42.67,51.89,46.19,63.52,53.44,22.88,19.09,36.78,17.74,16.15,15.85,29.42,13.99,20.87,21.55,7.39,23.19,12.15
Bag1,14.47,13.75,14.55,16.93,22.43,22.29,24.85,21.15,13,14.4,26.99,11.68,19.19,31.81,13.34,11.72,19.63,11.76,11.11,21.68,14.56,10.62,8.18,8.13
Bag2,9.43,1.91,5.89,0,0,0,0,0,0,0,0,0,0.77,0,2.68,3.88,0.49,0.32,1.48,0,2.19,0,2.27,0.26
Bag3,6,6.07,6.47,2.23,4.32,8.38,3.75,4.95,0.93,4.29,2.71,2.45,1.14,4.64,60.14,47.43,33.32,20.53,31.62,13.87,49.93,11.73,7.34,6.91
Bag4,2.48,2.39,3.96,2.56,5.81,1.82,0.16,2.34,3.25,1.75,2.09,0.3,0,1.73,0.95,0.8,2.94,2.11,2.07,0.83,1.44,2.7,3.13,0.26
Bag5,14.43,13.2,13.55,5.6,6.34,3.21,10.74,11.86,14.38,17.43,22.03,1.24,7.96,13.97,21.74,26.82,22.48,26.67,25.02,18.43,28.04,26.65,24.26,23.58
Bag6,8.23,11.14,16.09,11.66,18.23,14.92,11.37,13.1,24.32,30.51,12.09,14.29,13.49,18.78,8.82,10.69,20.02,32.27,15.59,34.47,13.58,14.64,15.69,24.62
Bahcc1,4.57,5.41,8.3,1.09,2.35,2.62,1.15,2.44,2.05,1.64,1.08,0.31,2.2,0.37,0,0.22,1.25,0,0,0.18,1.79,0.09,0.77,0.22
Bahd1,4.58,3.63,2.45,4.35,3.69,3.6,2.57,3.84,3.73,3.27,3.65,6.02,6.92,3.72,11.38,16.07,13.56,4.34,5.27,4.03,3.45,2.66,2.63,1.02
Baiap2,13.14,11.84,18.05,47.73,61.32,60.49,37.47,20.36,56.98,29.76,41.38,40.45,16.42,15.55,40.1,40.69,47.63,89.01,59.67,49.63,40.45,43.88,44.36,48
Baiap2l1,0.27,0.16,0,1.12,0.4,2.67,0.72,0.68,3.14,1.44,0.95,1.44,1.47,0.65,3.49,5.09,1.57,3.76,0.78,1.72,4.47,7.6,5.75,0.95
Baiap3,23.08,25.62,26.4,24.46,34.08,29.74,13.93,30.1,29.74,32.68,17.71,8.65,20.8,5.04,2.56,0.4,3.97,12.52,5.17,4.43,5.71,3.91,4.09,5.51
Bak1,4.4,5.22,5.68,5.16,8.67,6.85,4.02,5.82,5.31,4.73,8.98,3.11,3.11,3.06,1.55,2.67,6.43,1.58,2.75,2.08,1.99,3.85,0,0.24
Bambi,0.4,1.14,1.43,0.75,0.08,0.95,0.45,1,0.88,0,0,1.3,2.96,1.14,4.48,2.64,3.42,9.81,6,12.02,0.86,0.1,0.67,1.09
Banf1,179.36,177.67,183.37,85.41,95.52,107.99,99.06,135.32,124.45,105.66,153.35,67.05,107.91,136.43,133.41,147.35,146.16,75.98,95.43,136.86,79.96,91,80.86,133.53
Bank1,29.34,28.62,31.53,68.23,70.69,74.21,69.79,49.84,92.34,84.48,58.08,37.78,54.65,48.68,46.66,51.01,47.18,68.97,71.75,97.39,84.71,95.13,88.39,70.7
Banp,15.22,17.35,12.62,21.01,14.58,13.83,11.7,20.41,24.99,9.97,16.55,5.37,2.38,4.71,30.43,31.02,18.65,34.74,21,29.12,19.67,9.32,18.59,29.88
Bap1,11.96,10.61,6.45,11.85,21.66,16.05,8.53,13.27,14.01,18.4,10.61,11.99,12.43,23.25,19.36,20.66,25.7,35.4,31.14,23.99,26.13,34.32,37.66,32.76
Bard1,1.51,1.37,1.6,0,0,0,0.07,0,0.39,1.14,0,0,0,0,0.43,0.08,0,0,0,0,0,0,0,0.22
Basp1,8.42,3.84,6.62,18.61,16.15,21.69,23.07,28.77,17.79,27.93,20.64,86.9,95.66,105.39,85.63,103.89,119.62,61.2,48.93,74.19,30,43.91,25.92,28.45
Batf,33.17,27.53,22.93,50.07,59.86,24.79,42.82,83.21,52.67,43.67,46.57,30.44,24.87,8.49,180.12,160.44,158.57,54.47,50.94,41.01,86.88,76.71,62.57,56.6
Batf3,9.06,7.43,6.23,50.09,42.68,32.41,33.47,38.18,53.25,37.13,64.62,1.9,13.77,22.55,83.14,99.95,106.91,7.2,29.91,19.6,9.21,14.2,22.21,6
Bax,72.06,75.56,62.45,46.27,103.33,97.25,89.38,57.08,69.77,100.07,94.08,104.29,76.15,103.26,109.18,147,122.15,164.68,133.84,115.31,136.39,109.85,113.53,117.37
Baz1a,28.65,23.44,39.91,13.68,10.75,17.76,18.99,22.13,19.94,13.5,24.87,20.14,28.48,25.08,34.66,25.97,30.62,31.81,19.38,12.82,14.96,20.28,23.04,25.13
Baz1b,16.36,18.05,21.9,14.22,19.11,18.46,12.22,21.33,18.86,17.74,21.02,11.2,12.78,13.1,17.06,13.18,19.84,23.44,11.5,15.61,31.87,22.59,18.51,15.88
Baz2a,9.73,8.25,8.97,15.33,13.34,15.95,16.97,14.5,20,17.12,16.4,18.71,12.08,13.82,6.33,6.24,17.54,7.46,6.55,4.82,12.98,6.75,16.15,8.4
Baz2b,19.2,29.21,35.38,37.78,26.65,33.44,55.5,41.99,57.56,52.19,36.72,39.62,58.19,33.95,38.79,55.02,67.49,35.77,22.28,30.89,32.64,36.4,33.89,37.34
Bbc3,4.85,3.98,5.37,19.93,30.49,29.03,13.19,19.58,26.29,15.53,19.36,11.58,14.76,13.99,8.26,2.6,5.53,12.58,12.13,14.21,1.28,0,2.34,0.27
Bbip1,67.98,81.08,81.41,97.83,124.54,142.72,126.45,122.43,87.1,136.2,125.18,173.14,193.28,158.34,206.92,176.37,153.12,165.03,130.06,124.4,108.91,128.47,126.71,99.65
Bbs2,0.19,1.44,5.05,4.49,3.55,5.68,6.85,4.12,3.8,2.86,2.63,2.81,4.65,5.87,1.24,1.61,6.35,4.8,0,1.71,4.99,2.04,1.42,3.96
Bbs4,1.08,3,3.68,0,1.06,4.84,0.89,2.02,8.41,6.01,1.51,0.09,3.37,0,1.03,0.18,5.2,3.58,4.24,1.09,2.42,0.41,5.15,4.74
Bbs9,17.36,12.65,16.36,6.29,4.02,7.88,7.99,6.12,9.38,7.33,10.78,9.53,2.97,6.73,4.87,3.11,4.64,9.03,4.49,10.55,18.05,11.27,17.74,10.36
Bbx,8.75,15.78,15.72,12.38,19.94,14.5,25.68,12.54,22.72,15.4,14.13,13.62,19.45,13.67,15.8,7.96,15.38,7.84,18.5,25.34,33.38,21.29,22.03,24.99
BC003965,6.76,8.12,8.22,5.19,8.06,12.89,6.79,5.25,11.96,8.06,11.5,1.67,3.38,7.06,9.12,8.44,11.27,3.95,7.1,7.68,4.4,3.09,3.05,2.79
BC004004,52.36,69.05,86.01,68.18,51.45,51.3,53.5,60.78,63.75,64.38,48.26,49,25.07,43.61,64.14,81.49,63.85,81.79,70.17,101.11,90.03,70.61,96.68,94.57
BC005537,21.1,23.11,21.14,33.66,39.44,34.89,40.12,42.88,46.81,46.46,44.1,47.91,44.22,54.55,48.86,45.23,50.05,64.47,58.27,52.8,59.98,62.15,47.14,45.57
BC005624,33.39,32.56,31.78,61.06,73.79,60.78,48.39,53.12,60.71,63.37,54.37,53.99,49.05,63.41,73.87,75.02,61.92,72.27,82.46,80.04,74.87,73.28,73.56,86.31
BC017158,1.49,1.79,3.72,0.92,0.71,0.17,1.6,1.01,0,0,0.25,0.74,0,0,2.11,0.32,4.42,1.37,0,0.44,1.06,0.41,1.67,2.95
BC024978,0.75,1.63,1.01,0.06,2.46,1.88,0.76,1.38,0.87,2.82,1.42,1.03,2.25,0.8,3.31,1.82,1.59,7.33,1.64,2.96,3.47,2.13,7.83,1.79
BC028528,27.2,39.67,40.82,13.09,7.82,9.22,16.84,18.89,21.79,7.51,17.2,9.8,9.69,2.4,9.62,2.34,0,0,4.57,0,5.48,1.02,3.49,2.73
BC029722,20.37,21.49,19.34,23.14,20.96,34.85,27.99,19.86,32.59,23.77,49.87,24.9,23.88,27.82,18.21,22.39,38.44,36.57,29.44,24.12,78.5,47.05,52.26,53.92
BC031181,99.79,93.47,124.84,116.9,83.93,113.98,106.28,106.87,146.4,159.72,99.44,293.13,238.57,281.1,181.87,225.06,133.25,144.07,206.65,152.86,248.52,126.44,148.66,243.14
BC035044,12.53,23.15,23.05,0.59,0.6,0.29,0.55,1.94,0,5.78,9.74,6.84,1.8,0.99,25.17,19.08,44.81,3.2,4.36,5,21.84,13.39,12.55,24.58
BC048403,0.6,0.51,0.6,1.24,0.74,6.19,2.4,0.56,0.32,3.83,2.97,3.18,4.06,4.42,2.85,0.3,3.34,1.65,1,2.88,0.44,2.61,2.38,2.16
BC049352,0,0,0,0,0,0,0,0,0,0,0,0.92,0.81,0,0,0,1.61,5.02,3.59,4.5,3.8,0.65,6,8.26
BC052040,3.12,3.55,3.7,0,0,0.92,0,0.2,0.69,3.49,0.57,0,0.95,0.92,0.16,0.67,0,1.04,3.6,6.63,2.71,1.69,2.76,1.32
BC055324,10.29,2.19,7.33,0,0,1.51,0,0,1.63,7.57,0.77,2.03,0,0,0,1.8,0,0,0,0,0,0,0.86,0
Bcap29,16.13,23.19,30.33,7.59,10.4,7.28,21.57,27.01,20.86,26.77,23.86,3.94,1.04,4.8,23.54,13.97,11.73,22.77,23.07,22.6,26.03,37.79,43.09,29.2
Bcap31,141.36,127.69,119.6,104.14,100.75,111.47,159.11,120.34,140.57,155.6,115.29,101.03,101.28,120.77,261.09,267.07,212.4,161.23,136.74,187.73,129.8,100.56,141,158.12
Bcas2,54.87,59.19,63.98,54.05,49.15,48.87,51.46,63.6,41.26,41.1,43.5,28.91,39.87,19.87,39.76,31.02,40.7,54.69,56.98,48.44,53.81,31.33,51.48,52.98
Bcas3,12.09,5.94,7.25,8.75,16.33,8.35,7.95,8.48,13.6,10.89,15.57,10.09,12.34,6.87,5.35,2.48,8.43,8.4,2.98,19.79,33.02,72.01,20.07,43.8
Bcat2,48.97,51.93,40.9,42.42,45.19,38.94,31.29,34.67,54.17,72.67,32.3,26.95,38.43,23.36,22.24,18.38,21.81,54.22,35.08,42.72,45.45,30.51,36.02,43.64
Bccip,19.46,29.06,43.8,17,8.79,9.64,13.31,18.89,19.43,23.66,19.69,9.91,8.69,9.94,35.85,24.01,32.82,43.76,29.26,32.6,36.41,28.73,31.88,33.68
Bcdin3d,6.11,5.75,10.25,6.74,3.11,15.81,11.25,7.24,23.57,1.86,8.99,4.24,14.6,5.51,9.8,6.02,8.45,8.97,5.8,1.18,1.27,0.96,0,6.47
Bckdha,16.04,26.2,34.39,56.94,42.45,56.78,57.08,51.44,47.8,51.81,37.03,28.31,23.52,31.33,0.91,2.25,3.73,8.71,28.03,28.15,19.96,28.08,25.18,23.28
Bckdhb,1.88,4.59,10.28,14.35,13.58,42.5,31.4,20.34,31.99,18.08,32.79,6.29,30.06,28.44,7.58,18.95,13.59,4.16,2.14,3.92,0,2.2,0.97,1.99
Bckdk,20.16,26.5,36.42,6.74,10.47,14.61,11.58,6.16,13.37,10.99,25.22,1.45,4,4.99,8.79,6.57,9.52,7.34,12.88,11.22,10.2,14.79,16.98,8
Bcl10,73.25,61.87,59.68,133.68,141.31,124.85,158.76,81.97,120.43,142.79,148.47,159.95,173.13,133.7,176.67,158.96,125.59,201.81,243.23,202.81,293.88,288.46,256.64,266.76
Bcl11a,3.86,5.31,5.33,0,0.43,0,0,0.24,0.83,1.2,0.8,0.12,0,0,0,0.33,0,0.44,0,0.67,0,0.08,0.12,0
Bcl2,2.19,3.04,2.62,0.8,0.15,0.06,0.42,1.37,0.5,1.51,0.88,1.07,0,0.05,0.64,0.48,0.11,2.98,2.42,1.61,5.7,2.36,5.34,5.01
Bcl2a1a,1.52,0.97,0.83,6.95,4.15,0,0,26.46,7.46,4.86,4.67,21.84,35.78,29.69,90.72,111.14,43.41,102.21,149.54,220.08,162.36,197.74,226.15,304.84
Bcl2a1b,4.59,17.03,3.88,32.81,27.41,51.56,47.81,56.39,30.78,51.26,69.03,816.7,829.29,662.85,900.26,785.15,532.14,833.62,890.45,1553.57,582.62,748.57,896.79,1316.69
Bcl2a1d,0,0,1.7,1.25,0.97,0,1.31,2.17,0,2.24,9.94,76.91,53.77,59.45,161.68,125.53,112.14,108.56,175.92,272.85,107.46,143.67,169,337.21
Bcl2l1,11.74,11.8,14.86,26.51,19.3,6.66,30.94,6.34,12.19,19.63,16.66,1.08,2.44,0.15,27.91,17.14,27.09,9.78,26.31,10.21,12.08,3.89,10.52,7.39
Bcl2l11,3.35,2.15,1.96,7.11,4.05,9.39,3.83,5.14,6.41,5.67,5.99,31.03,48.46,42.08,25.78,54.79,18.6,71.3,89.18,73.67,56.94,93.5,52.63,77.57
Bcl2l12,23.79,20.09,20.64,6.16,9.72,13.67,3.62,14.41,12.04,20.13,11.89,1.66,1.83,7.22,4.81,7.89,4.78,22.61,16.63,18.72,16.18,6.54,12.92,13.34
Bcl2l13,5,6.87,6.4,2.25,7.49,4.85,2.91,2.38,5.68,4.7,5.26,5.39,7.89,5.3,10.2,7.12,6.35,13.4,8.37,11.06,18.81,14.33,15.2,27.14
Bcl2l2,3.51,1.83,1.94,0,0,0,0,2.8,0.39,0.38,0,0,0.18,0.6,0.59,1.64,1.45,0,0.14,0,0.13,1.85,1.76,0.75
Bcl3,0,0.89,1.64,1.45,1.74,0.24,0.23,7.39,8.02,3.8,5.67,79.6,110.27,122.48,104.92,90.64,121.66,46.05,37.33,41,5.33,36.92,31.92,34.72
Bcl6,0.32,0.58,0.65,1.03,1.16,0.12,1.87,2.92,2.71,3.04,3.47,0.2,0,0,1.72,2.19,7.6,0.16,0.57,1.29,0.51,1.56,1.09,0.11
Bcl7a,0.77,1.41,0.97,0,0,0,0.16,0.06,0,0,0,0,0.07,0,0,0,0,0,0.12,0,0,0,0,0.2
Bcl7b,36.03,44.4,45.96,72.57,81.8,107.84,64.01,57.29,84.47,64.99,54.13,98.91,78.51,97.41,83.35,100.05,78.9,72.52,66.4,63.79,106.24,103.44,84.26,97.42
Bcl7c,10.56,15.21,7.87,4.54,14,2.97,12.48,9.73,8.73,9.57,4.58,9.28,11.22,7.89,5.64,8.19,10.44,1.23,5.79,3.97,0,3.87,8.38,13.42
Bcl9,1.25,0.94,1.33,2.99,2.87,0.59,3.77,1.4,0.67,5.72,1.24,0.26,1.01,1.41,0.2,0.14,4.12,0.35,0.95,0.15,0.75,0.31,8.45,1.31
Bclaf1,28.29,36.91,36.57,34.63,27.48,38.23,36.64,37.56,41.45,57.08,37.51,18.93,50.35,35.55,49.22,43.89,27.97,60.38,51.94,39.26,79.54,85.69,66.22,55.95
Bclaf3,10.37,6.35,4.1,9.51,11.58,13.75,8.32,6.77,10.3,6.64,8.93,15.12,6.72,17.67,10.81,8.08,15.43,2.96,8.95,5.49,10.08,8,5.75,12.13
